date,time,open_price,high_price,low_price,close_price
2023-03-20,00:36:00,27837.51,27894.27,27807.42,27873.44
2023-03-20,00:37:00,27870.22,27942.0,27854.09,27917.81
2023-03-20,00:38:00,27920.57,27986.66,27869.2,27904.24
2023-03-20,00:39:00,27903.78,27926.79,27845.74,27891.15
2023-03-20,00:40:00,27887.04,27934.36,27874.4,27915.43
2023-03-20,00:41:00,27915.43,27975.64,27910.46,27945.0
2023-03-20,00:42:00,27947.02,27986.0,27885.0,27979.81
2023-03-20,00:43:00,27977.65,27985.48,27933.04,27956.18
2023-03-20,00:44:00,27958.85,27958.85,27923.31,27952.29
2023-03-20,00:45:00,27955.82,27960.96,27892.27,27913.94
2023-03-20,00:46:00,27912.25,27928.66,27883.39,27903.33
2023-03-20,00:47:00,27905.9,27984.22,27903.33,27982.31
2023-03-20,00:48:00,27980.88,28136.56,27974.85,28080.74
2023-03-20,00:49:00,28080.74,28118.49,28030.47,28098.4
2023-03-20,00:50:00,28098.4,28142.0,28051.0,28132.43
2023-03-20,00:51:00,28132.43,28186.87,28086.66,28114.37
